country,pop_growth,gdp_percapita_usd,political_stability_index,food_supply_kcalcapitaday,protein_supply_gcapitaday,protein_animal_over_protein,protein_poultry_gcapitaday,prod_poultry_over_domsupply,net_import_poultry_over_domsupply,import_poultry_over_domsupply,growth_import_poultry,growth_domsupply_poultry
United States of America,2.7446912874718343,43018.29679525,0.3,3762.0,113.61000000000004,65.02948684094709,19.93,119.97153180773022,-19.53903427132377,0.6733822402277456,21.78217821782178,13.453416149068321
Burkina Faso,12.420053318776048,530.0494412500001,-0.92,2720.0,76.08000000000001,14.379600420609886,0.77,100.0,0.0,0.0,0.0,21.052631578947366
Uruguay,1.392500183658485,11916.129566,1.06,3151.0,84.26000000000002,53.536672205079505,2.97,100.0,0.0,9.090909090909092,-25.0,-66.66666666666667
Uzbekistan,6.7723883009148,1685.00850525,-0.28,3020.0,93.52000000000002,40.055603079555176,0.63,0.0,0.0,0.0,-100.0,-100.0
Venezuela (Bolivarian Republic of),-1.2711308940184796,6042.34985175,-1.18,2247.0,56.3,45.11545293072824,7.23,95.84664536741214,3.993610223642172,3.993610223642172,-91.0394265232975,-47.571189279731996
Viet Nam,4.240160986255925,1619.29664125,0.31,2938.0,90.02999999999999,40.875263800955246,4.01,76.11940298507463,24.046434494195687,24.129353233830848,-41.800000000000004,6.443071491615182
Ethiopia,11.546924417406434,485.90962225,-1.69,2304.0,65.64000000000001,8.912248628884821,0.04,100.0,7.142857142857142,7.142857142857142,100.0,-77.41935483870968
Samoa,2.429765412808438,3059.3379092500004,1.2,2971.0,85.7,61.83197199533254,21.88,0.0,113.33333333333333,113.33333333333333,30.76923076923077,7.14285714285714
Yemen,10.687948264748837,515.8141545000001,-2.96,2062.0,53.239999999999995,20.06010518407213,3.04,68.29268292682927,31.70731707317073,31.70731707317073,-28.44036697247706,-6.106870229007633
Zambia,12.910255716259567,1115.4606205000002,0.11,2008.0,59.06,19.776498476125976,1.15,81.66666666666667,18.333333333333332,20.0,500.0,25.0
Belgium,2.3824528023959957,32988.01662525,0.42,3770.0,101.35000000000004,57.109028120374916,4.57,304.60526315789474,-209.21052631578948,222.3684210526316,34.12698412698412,6.2937062937062915
Luxembourg,9.09576820996756,81059.3191255,1.34,3334.0,105.79000000000002,63.69222043671423,7.19,0.0,90.9090909090909,100.0,10.000000000000009,0.0
Serbia,-1.0009750076915291,4580.333115999999,0.1,2799.0,82.43000000000002,48.538153584859884,3.5,94.44444444444444,5.555555555555555,13.333333333333334,0.0,-10.89108910891089
Montenegro,0.1944615188115062,5609.03511525,0.01,3478.0,113.12000000000006,60.7054455445544,5.79,40.0,80.0,80.0,14.28571428571428,0.0
Sudan,10.090611517146787,1722.8320059999999,-2.01,2431.0,67.88,31.14319387153801,0.54,97.10144927536231,2.898550724637681,2.898550724637681,0.0,43.75
